reference,country_name,hdi_category,indicator_name,values
,Mauritius,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.17
,Albania,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.26
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.83
,Brazil,HIGH HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Dominica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.26
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.38
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,2.07
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.20
,Colombia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.19
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.18
,Samoa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.16
,Thailand,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.56
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.33
,Belize,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.44
,China,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.70
,Grenada,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.29
,Armenia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.31
,Turkey,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.45
,Suriname,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.78
,Jordan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.66
,Peru,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.22
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.92
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.60
,Philippines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.22
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.32
,Fiji,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.29
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.93
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.18
,Georgia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.32
,Guyana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.47
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.06
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.15
,Maldives,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.06
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.11
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.20
,Algeria,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.99
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.47
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.53
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.11
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Moldova,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.05
,Egypt,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.58
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,3.07
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.90
,Honduras,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.36
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.65
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.31
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.25
,Gabon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.16
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.15
,South Africa,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.99
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.68
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.31
,Botswana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.23
,Namibia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.19
,Morocco,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.34
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.57
,India,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.44
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.21
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.13
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.02
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.09
,Ghana,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.16
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.41
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.44
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.86
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.15
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.20
,Nepal,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.08
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.19
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.12
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.19
,Haiti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.14
,Sudan,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.17
,Kenya,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.30
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.25
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.42
,Togo,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.29
,Yemen,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,1.25
,Uganda,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.05
,Gambia,MEDIUM HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.12
,Senegal,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.28
,Eritrea,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.17
,Nigeria,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.92
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.18
,Guinea,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.07
,Rwanda,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.06
,Angola,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.29
,Benin,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.29
,Malawi,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.14
,Zambia,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.23
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.20
,Burundi,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.05
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.06
,Ethiopia,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.13
,Chad,LOW HUMAN DEVELOPMENT,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.01
,Central African Republic,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.06
,Mozambique,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.11
,Mali,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.05
,Niger,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.13
,Guinea-Bissau,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.24
,Burkina Faso,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.08
,Sierra Leone,,Carbon intensity of growth (kt of CO2 per million 2000 PPP US$)_2004,0.27
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.1
,Norway,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-15.6
,Australia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Canada,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.0
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-30.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-6.1
,Japan,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-118.5
,Netherlands,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.2
,France,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-44.2
,Finland,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-22.5
,United States,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-499.5
,Spain,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-28.3
,Denmark,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.0
,Austria,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,United Kingdom,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-4.2
,Belgium,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-3.7
,Luxembourg,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.5
,New Zealand,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Italy,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-51.9
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Germany,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-74.9
,Israel,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Greece,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.7
,Singapore,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-32.2
,Slovenia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-8.5
,Cyprus,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.1
,Portugal,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-8.9
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,1.2
,Barbados,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-12.6
,Kuwait,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Malta,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Qatar,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Hungary,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-6.2
,Poland,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-44.1
,Argentina,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,121.6
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.7
,Chile,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-105.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-9.8
,Lithuania,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-6.3
,Estonia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Latvia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-13.9
,Uruguay,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Croatia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-10.8
,Costa Rica,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,3.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Cuba,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-34.7
,Mexico,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Bulgaria,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-18.3
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Tonga,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Oman,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
,Romania,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,(.)
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Panama,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,9.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,3.4
,Belarus,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-20.0
,Mauritius,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,(.)
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-10.9
,Russian Federation,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,71.8
,Albania,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.7
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Brazil,HIGH HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,"1,111.4"
,Dominica,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,23.8
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-60.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,17.8
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Belize,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,China,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-334.9
,Grenada,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.4
,Turkey,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-18.0
,Suriname,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Jordan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Peru,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Philippines,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,111.2
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-0.9
,Fiji,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-1.7
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Georgia,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,-4.6
,Guyana,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.0
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,3.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Carbon dioxide emissions from forest biomass (Mt CO2 / year)_1990-2005,0.2
